country,department,municipality,COD,scale,year,respiratory,cardiovascular,chagas,hantavirus,cutaneous_leishmaniasis,visceral_leishmaniasis,malaria
Brasil,MT,Porto Estrela,BR5106851,municipality,2012,5,NA,NA,NA,4,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2013,7,1,NA,NA,5,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2014,5,5,NA,NA,4,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2015,3,1,NA,NA,7,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2016,24,1,NA,NA,NA,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2017,17,1,NA,NA,1,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2018,9,4,NA,NA,NA,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2019,26,1,NA,NA,1,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2020,10,2,NA,NA,NA,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2021,2,1,NA,NA,2,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2022,8,3,NA,NA,1,NA,NA
Brasil,MT,Porto Estrela,BR5106851,municipality,2023,12,2,NA,NA,NA,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2008,154,23,NA,NA,10,2,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2009,206,21,NA,NA,32,1,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2010,195,7,NA,NA,16,5,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2011,253,27,NA,NA,36,4,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2012,181,11,NA,NA,45,4,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2013,161,13,NA,NA,13,1,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2014,150,24,NA,NA,31,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2015,165,18,NA,NA,34,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2016,144,17,NA,NA,49,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2017,124,15,NA,NA,28,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2018,171,13,NA,NA,6,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2019,163,13,NA,NA,25,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2020,103,18,NA,NA,40,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2021,64,26,NA,NA,14,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2022,194,19,NA,NA,13,NA,NA
Brasil,MT,Poxoréu,BR5107008,municipality,2023,293,32,NA,NA,NA,NA,NA
Brasil,MT,Primavera do Leste,BR5107040,municipality,2008,108,14,NA,NA,40,NA,1
Brasil,MT,Primavera do Leste,BR5107040,municipality,2009,185,22,NA,NA,82,4,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2010,156,24,NA,NA,27,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2011,133,39,NA,NA,25,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2012,120,21,NA,NA,39,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2013,211,22,NA,NA,30,1,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2014,273,39,NA,NA,19,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2015,166,95,NA,NA,33,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2016,174,58,NA,NA,39,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2017,106,78,NA,NA,24,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2018,87,87,NA,NA,19,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2019,134,81,NA,NA,31,NA,0
Brasil,MT,Primavera do Leste,BR5107040,municipality,2020,101,84,NA,NA,28,NA,NA
Brasil,MT,Primavera do Leste,BR5107040,municipality,2021,112,97,NA,NA,19,NA,NA
Brasil,MT,Primavera do Leste,BR5107040,municipality,2022,133,97,NA,NA,17,NA,NA
Brasil,MT,Primavera do Leste,BR5107040,municipality,2023,120,88,NA,NA,NA,NA,NA
Brasil,MT,Querência,BR5107065,municipality,2008,123,7,NA,NA,10,NA,2
Brasil,MT,Querência,BR5107065,municipality,2009,129,1,NA,NA,14,NA,2
Brasil,MT,Querência,BR5107065,municipality,2010,108,6,NA,NA,14,1,0
Brasil,MT,Querência,BR5107065,municipality,2011,76,8,NA,NA,1,NA,8
Brasil,MT,Querência,BR5107065,municipality,2012,66,5,NA,NA,6,NA,0
Brasil,MT,Querência,BR5107065,municipality,2013,80,10,NA,NA,21,NA,1
Brasil,MT,Querência,BR5107065,municipality,2014,87,12,NA,NA,14,NA,3
Brasil,MT,Querência,BR5107065,municipality,2015,157,8,NA,NA,8,NA,0
Brasil,MT,Querência,BR5107065,municipality,2016,95,11,NA,NA,6,NA,0
Brasil,MT,Querência,BR5107065,municipality,2017,157,4,NA,NA,7,NA,0
Brasil,MT,Querência,BR5107065,municipality,2018,110,4,NA,NA,12,NA,0
Brasil,MT,Querência,BR5107065,municipality,2019,220,7,NA,NA,22,NA,0
Brasil,MT,Querência,BR5107065,municipality,2020,47,12,NA,NA,10,NA,NA
Brasil,MT,Querência,BR5107065,municipality,2021,54,21,NA,NA,17,1,NA
Brasil,MT,Querência,BR5107065,municipality,2022,183,12,NA,NA,10,NA,NA
Brasil,MT,Querência,BR5107065,municipality,2023,217,31,NA,NA,NA,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2008,187,13,NA,NA,2,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2009,234,18,NA,NA,6,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2010,189,12,NA,NA,3,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2011,92,13,NA,NA,1,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2012,117,13,NA,NA,3,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2013,44,19,NA,NA,1,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2014,28,17,NA,NA,NA,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2015,14,13,NA,NA,3,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2016,17,15,NA,NA,NA,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2017,21,20,NA,NA,NA,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2018,28,16,NA,NA,NA,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2019,31,29,NA,NA,1,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2020,18,23,NA,NA,NA,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2021,20,15,NA,NA,2,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2022,40,21,NA,NA,3,NA,NA
Brasil,MT,São José dos Quatro Marcos,BR5107107,municipality,2023,41,18,NA,NA,NA,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2008,21,2,NA,NA,2,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2009,15,1,NA,NA,8,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2010,8,NA,NA,NA,5,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2011,10,NA,NA,NA,2,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2012,12,1,NA,NA,10,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2013,6,NA,NA,NA,5,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2014,3,1,NA,NA,3,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2015,8,6,NA,NA,2,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2016,1,2,NA,NA,7,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2017,3,1,NA,NA,NA,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2018,4,2,NA,NA,2,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2019,6,2,NA,NA,2,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2020,2,9,NA,NA,4,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2021,NA,7,NA,NA,3,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2022,2,1,NA,NA,NA,NA,NA
Brasil,MT,Reserva do Cabaçal,BR5107156,municipality,2023,7,3,NA,NA,NA,NA,NA
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2008,46,2,NA,NA,17,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2009,75,1,NA,NA,58,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2010,83,2,NA,NA,30,NA,8
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2011,135,3,NA,NA,25,NA,3
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2012,79,2,NA,NA,32,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2013,36,5,NA,NA,29,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2014,107,5,NA,NA,19,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2015,69,6,NA,NA,16,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2016,66,4,NA,NA,20,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2017,42,NA,NA,NA,102,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2018,51,1,NA,NA,48,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2019,93,4,NA,NA,64,NA,0
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2020,70,8,NA,NA,36,NA,NA
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2021,83,15,NA,NA,29,NA,NA
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2022,139,17,NA,NA,17,NA,NA
Brasil,MT,Ribeirão Cascalheira,BR5107180,municipality,2023,83,5,NA,NA,NA,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2008,7,NA,NA,NA,7,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2009,19,NA,NA,NA,2,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2010,20,NA,NA,NA,NA,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2011,30,1,NA,NA,2,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2012,36,2,NA,NA,3,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2013,40,2,NA,NA,5,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2014,45,3,NA,NA,13,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2015,27,1,NA,NA,2,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2016,28,2,NA,NA,3,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2017,26,NA,NA,NA,NA,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2018,15,NA,NA,NA,NA,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2019,24,NA,NA,NA,4,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2020,21,2,NA,NA,14,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2021,9,1,NA,NA,1,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2022,16,1,NA,NA,6,NA,NA
Brasil,MT,Ribeirãozinho,BR5107198,municipality,2023,16,4,NA,NA,NA,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2008,67,3,NA,NA,NA,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2009,56,10,NA,NA,1,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2010,37,3,NA,NA,3,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2011,51,4,NA,NA,1,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2012,39,9,NA,NA,NA,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2013,50,3,NA,NA,1,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2014,48,3,NA,NA,1,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2015,46,4,NA,NA,3,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2016,80,6,NA,NA,NA,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2017,49,5,NA,NA,3,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2018,45,11,NA,NA,1,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2019,30,12,NA,NA,1,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2020,21,5,NA,NA,NA,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2021,17,2,NA,NA,2,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2022,32,5,NA,NA,2,NA,NA
Brasil,MT,Rio Branco,BR5107206,municipality,2023,28,11,NA,NA,NA,NA,NA
Brasil,MT,Santa Carmem,BR5107248,municipality,2008,7,3,NA,NA,21,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2009,14,2,NA,NA,19,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2010,9,2,NA,NA,15,NA,1
Brasil,MT,Santa Carmem,BR5107248,municipality,2011,6,1,NA,NA,7,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2012,7,3,NA,NA,12,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2013,12,2,NA,NA,6,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2014,16,2,NA,NA,3,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2015,9,7,NA,NA,14,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2016,9,8,NA,NA,5,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2017,7,5,NA,NA,13,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2018,11,2,NA,NA,5,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2019,16,10,NA,NA,7,NA,0
Brasil,MT,Santa Carmem,BR5107248,municipality,2020,6,5,NA,NA,10,NA,NA
Brasil,MT,Santa Carmem,BR5107248,municipality,2021,6,7,NA,NA,6,NA,NA
Brasil,MT,Santa Carmem,BR5107248,municipality,2022,9,2,NA,NA,2,NA,NA
Brasil,MT,Santa Carmem,BR5107248,municipality,2023,8,3,NA,NA,NA,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2008,22,1,NA,NA,3,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2009,27,NA,NA,NA,8,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2010,16,2,NA,NA,5,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2011,10,NA,NA,NA,1,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2012,11,1,NA,NA,6,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2013,8,5,NA,NA,6,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2014,6,2,NA,NA,4,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2015,10,1,NA,NA,3,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2016,4,NA,NA,NA,1,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2017,3,NA,NA,NA,4,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2018,5,1,NA,NA,NA,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2019,5,2,NA,NA,NA,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2020,2,NA,NA,NA,NA,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2021,3,NA,NA,NA,2,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2022,9,2,NA,NA,1,NA,NA
Brasil,MT,Santo Afonso,BR5107263,municipality,2023,14,3,NA,NA,NA,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2008,3,2,NA,NA,2,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2009,3,3,NA,NA,3,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2010,7,4,NA,NA,1,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2011,3,2,NA,NA,1,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2012,6,3,NA,NA,13,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2013,7,2,NA,NA,1,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2014,4,NA,NA,NA,2,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2015,3,2,NA,NA,3,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2016,9,1,NA,NA,1,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2017,9,2,NA,NA,3,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2018,4,5,NA,NA,2,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2019,1,5,1,NA,1,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2020,NA,8,NA,NA,2,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2021,5,8,NA,NA,1,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2022,10,11,NA,NA,NA,NA,NA
Brasil,MT,São José do Povo,BR5107297,municipality,2023,3,9,NA,NA,NA,NA,NA
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2008,279,6,NA,NA,39,NA,19
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2009,190,9,NA,NA,81,NA,1
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2010,201,3,NA,NA,34,NA,1
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2011,144,9,NA,NA,17,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2012,183,18,NA,NA,44,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2013,141,11,NA,1,15,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2014,98,29,NA,NA,18,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2015,101,18,NA,NA,55,NA,1
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2016,109,27,NA,NA,49,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2017,138,16,NA,NA,28,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2018,88,10,NA,NA,44,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2019,106,8,NA,NA,39,NA,0
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2020,40,15,NA,NA,29,NA,NA
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2021,30,15,NA,NA,12,NA,NA
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2022,96,7,NA,NA,9,NA,NA
Brasil,MT,São José do Rio Claro,BR5107305,municipality,2023,134,20,NA,NA,NA,NA,NA
Brasil,MT,São José do Xingu,BR5107354,municipality,2008,48,NA,NA,NA,7,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2009,42,2,NA,NA,18,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2010,33,NA,NA,NA,20,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2011,11,NA,NA,NA,10,NA,1
Brasil,MT,São José do Xingu,BR5107354,municipality,2012,22,1,NA,NA,10,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2013,14,3,NA,NA,8,NA,5
Brasil,MT,São José do Xingu,BR5107354,municipality,2014,5,3,NA,NA,11,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2015,12,NA,NA,NA,12,NA,1
Brasil,MT,São José do Xingu,BR5107354,municipality,2016,14,2,NA,NA,6,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2017,28,3,NA,NA,2,NA,0
Brasil,MT,São José do Xingu,BR5107354,municipality,2018,13,NA,NA,NA,7,NA,1
Brasil,MT,São José do Xingu,BR5107354,municipality,2019,19,4,NA,NA,7,NA,1
Brasil,MT,São José do Xingu,BR5107354,municipality,2020,9,10,NA,NA,4,NA,NA
Brasil,MT,São José do Xingu,BR5107354,municipality,2021,4,2,NA,NA,4,NA,NA
Brasil,MT,São José do Xingu,BR5107354,municipality,2022,21,1,NA,NA,4,NA,NA
Brasil,MT,São José do Xingu,BR5107354,municipality,2023,33,2,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2008,28,1,NA,NA,1,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2009,34,1,NA,NA,3,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2010,15,2,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2011,18,NA,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2012,15,3,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2013,17,2,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2014,19,2,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2015,10,7,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2016,14,1,NA,NA,2,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2017,16,4,NA,NA,1,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2018,18,12,NA,NA,1,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2019,22,7,NA,NA,2,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2020,9,3,NA,NA,1,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2021,12,6,NA,NA,NA,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2022,21,8,NA,NA,1,NA,NA
Brasil,MT,São Pedro da Cipa,BR5107404,municipality,2023,15,7,NA,NA,NA,NA,NA
Brasil,MT,Rondolândia,BR5107578,municipality,2008,5,NA,NA,NA,1,NA,149
Brasil,MT,Rondolândia,BR5107578,municipality,2009,4,NA,NA,NA,3,NA,50
Brasil,MT,Rondolândia,BR5107578,municipality,2010,4,NA,NA,NA,3,NA,25
Brasil,MT,Rondolândia,BR5107578,municipality,2011,9,NA,NA,NA,1,NA,30
Brasil,MT,Rondolândia,BR5107578,municipality,2012,2,1,NA,NA,3,NA,34
Brasil,MT,Rondolândia,BR5107578,municipality,2013,5,NA,NA,NA,7,NA,92
Brasil,MT,Rondolândia,BR5107578,municipality,2014,12,1,NA,NA,4,NA,16
Brasil,MT,Rondolândia,BR5107578,municipality,2015,7,3,NA,NA,1,NA,8
Brasil,MT,Rondolândia,BR5107578,municipality,2016,9,NA,NA,NA,2,NA,4
Brasil,MT,Rondolândia,BR5107578,municipality,2017,3,1,NA,NA,3,NA,5
Brasil,MT,Rondolândia,BR5107578,municipality,2018,2,1,NA,NA,5,NA,0
Brasil,MT,Rondolândia,BR5107578,municipality,2019,5,3,NA,NA,4,NA,3
Brasil,MT,Rondolândia,BR5107578,municipality,2020,4,2,NA,NA,4,NA,NA
Brasil,MT,Rondolândia,BR5107578,municipality,2021,NA,NA,NA,NA,5,NA,NA
Brasil,MT,Rondolândia,BR5107578,municipality,2022,NA,NA,NA,NA,6,NA,NA
Brasil,MT,Rondolândia,BR5107578,municipality,2023,8,1,NA,NA,NA,NA,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2008,865,249,NA,NA,40,38,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2009,964,191,NA,NA,107,46,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2010,878,130,NA,NA,39,33,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2011,890,226,NA,NA,89,31,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2012,729,145,NA,NA,129,24,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2013,761,121,NA,NA,54,15,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2014,740,141,NA,NA,34,6,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2015,929,169,NA,NA,32,13,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2016,1020,210,NA,NA,24,10,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2017,924,262,NA,NA,28,9,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2018,929,299,NA,NA,38,9,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2019,851,369,NA,NA,41,6,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2020,809,301,NA,1,81,5,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2021,644,292,NA,NA,45,4,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2022,865,328,NA,NA,48,12,NA
Brasil,MT,Rondonópolis,BR5107602,municipality,2023,972,333,NA,NA,NA,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2008,282,5,NA,NA,8,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2009,233,5,NA,NA,24,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2010,138,3,NA,NA,7,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2011,167,3,NA,NA,2,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2012,165,3,NA,NA,12,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2013,106,6,NA,NA,5,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2014,124,9,NA,NA,11,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2015,12,4,NA,NA,22,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2016,146,6,NA,NA,1,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2017,319,12,NA,NA,5,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2018,218,11,NA,NA,8,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2019,318,16,NA,NA,1,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2020,267,6,NA,NA,7,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2021,124,20,NA,NA,5,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2022,153,22,NA,NA,2,NA,NA
Brasil,MT,Rosário Oeste,BR5107701,municipality,2023,111,18,NA,NA,NA,NA,NA
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2008,NA,NA,NA,NA,3,NA,0
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2009,6,NA,NA,NA,13,NA,0
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2010,1,NA,NA,NA,4,NA,1
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2011,8,1,NA,NA,13,NA,0
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2012,5,NA,NA,NA,NA,NA,0
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2013,NA,3,NA,NA,3,NA,0
Brasil,MT,Santa Cruz do Xingu,BR5107743,municipality,2014,1,NA,NA,NA,11,NA,0
